DATE,DCOILBRENTEU
2020/8/24,44.43
2020/8/25,46.01
2020/8/26,45.79
2020/8/27,44.84
2020/8/28,45.22
2020/8/31,.
2020/9/1,45.72
2020/9/2,42.7
2020/9/3,42.72
2020/9/4,41.1
2020/9/7,40.67
2020/9/8,38.53
2020/9/9,39.98
2020/9/10,39.27
2020/9/11,38.8
2020/9/14,38.57
2020/9/15,39.54
2020/9/16,41.23
2020/9/17,42.35
2020/9/18,42.16
2020/9/21,40.37
2020/9/22,40.84
2020/9/23,41.09
2020/9/24,41.24
2020/9/25,40.91
2020/9/28,41.59
2020/9/29,40.33
2020/9/30,40.3
2020/10/1,39.75
2020/10/2,38
2020/10/5,39.78
2020/10/6,41.27
2020/10/7,40.62
2020/10/8,42
2020/10/9,41.63
2020/10/12,40.5
2020/10/13,41.34
2020/10/14,41.81
2020/10/15,41.61
2020/10/16,41.34
2020/10/19,41.29
2020/10/20,41.62
2020/10/21,40.09
2020/10/22,41.28
2020/10/23,40.71
2020/10/26,39.06
2020/10/27,39.72
2020/10/28,37.86
2020/10/29,36.56
2020/10/30,36.33
2020/11/2,37.78
2020/11/3,38.17
2020/11/4,39.68
2020/11/5,39.47
2020/11/6,38.08
2020/11/9,40.93
2020/11/10,42.25
2020/11/11,42.5
2020/11/12,42.16
2020/11/13,41.51
2020/11/16,42.71
2020/11/17,42.54
2020/11/18,42.91
2020/11/19,43.09
2020/11/20,43.79
2020/11/23,45
2020/11/24,46.63
2020/11/25,47.3
2020/11/26,46.32
2020/11/27,46.88
2020/11/30,46.84
2020/12/1,47.03
2020/12/2,47.8
2020/12/3,48.37
2020/12/4,49.1
2020/12/7,48.63
2020/12/8,48.84
2020/12/9,48.81
2020/12/10,50.33
2020/12/11,50.01
2020/12/14,50.27
2020/12/15,50.77
2020/12/16,50.83
2020/12/17,51.2
2020/12/18,52.17
2020/12/21,50.61
2020/12/22,49.88
2020/12/23,51.05
2020/12/24,50.88
2020/12/25,.
2020/12/28,50.88
2020/12/29,50.44
2020/12/30,50.74
2020/12/31,51.22
2021/1/1,.
2021/1/4,50.37
2021/1/5,53.16
2021/1/6,53.8
2021/1/7,53.7
2021/1/8,55.51
2021/1/11,54.84
2021/1/12,55.98
2021/1/13,55.52
2021/1/14,55.76
2021/1/15,54.8
2021/1/18,54.21
2021/1/19,55.38
2021/1/20,55.66
2021/1/21,55.68
2021/1/22,55.22
2021/1/25,55.44
2021/1/26,55.26
2021/1/27,55.07
2021/1/28,54.87
2021/1/29,55.25
2021/2/1,56.42
2021/2/2,57.62
2021/2/3,58.61
2021/2/4,58.98
2021/2/5,59.48
2021/2/8,60.17
2021/2/9,60.74
2021/2/10,61.17
2021/2/11,61.09
2021/2/12,62.47
2021/2/15,63.58
2021/2/16,63.96
2021/2/17,65.02
2021/2/18,64.09
2021/2/19,62.84
2021/2/22,64.73
2021/2/23,65.16
2021/2/24,66.85
2021/2/25,66.69
2021/2/26,65.86
2021/3/1,64.56
2021/3/2,63.17
2021/3/3,64.7
2021/3/4,67.32
2021/3/5,69.95
2021/3/8,68
2021/3/9,67.03
2021/3/10,67.53
2021/3/11,69.34
2021/3/12,68.87
2021/3/15,68.78
2021/3/16,67.95
2021/3/17,67.73
2021/3/18,62.11
2021/3/19,64
2021/3/22,63.89
2021/3/23,59.96
2021/3/24,63.7
2021/3/25,61.21
2021/3/26,63.77
2021/3/29,64.06
2021/3/30,63.28
2021/3/31,63.52
2021/4/1,63.85
2021/4/2,.
2021/4/5,.
2021/4/6,61.47
2021/4/7,61.86
2021/4/8,62.09
2021/4/9,61.89
2021/4/12,62.38
2021/4/13,62.83
2021/4/14,66.11
2021/4/15,66.13
2021/4/16,65.98
2021/4/19,66.54
2021/4/20,65.34
2021/4/21,64.02
2021/4/22,65.07
2021/4/23,65.75
2021/4/26,65.5
2021/4/27,66.25
2021/4/28,67.08
2021/4/29,68.26
2021/4/30,67.73
2021/5/3,.
2021/5/4,68.91
2021/5/5,69.71
2021/5/6,68.62
2021/5/7,68.73
2021/5/10,68.61
2021/5/11,68.83
2021/5/12,69.62
2021/5/13,67.36
2021/5/14,69.24
2021/5/17,69.62
2021/5/18,69.01
2021/5/19,66.88
2021/5/20,65.18
2021/5/21,66.72
2021/5/24,68.59
2021/5/25,68.8
2021/5/26,68.93
2021/5/27,69.43
2021/5/28,69.36
2021/5/31,.
2021/6/1,70.03
2021/6/2,70.6
2021/6/3,70.71
2021/6/4,71.3
2021/6/7,70.89
2021/6/8,71.39
2021/6/9,71.31
2021/6/10,71.65
2021/6/11,72.05
2021/6/14,72.27
2021/6/15,73.38
2021/6/16,73.88
2021/6/17,72.92
2021/6/18,73.1
2021/6/21,74.49
2021/6/22,74.92
2021/6/23,75.22
2021/6/24,75.95
2021/6/25,76.45
2021/6/28,74.78
2021/6/29,75.38
2021/6/30,76.94
2021/7/1,76.69
2021/7/2,77.51
2021/7/5,78.34
2021/7/6,75.81
2021/7/7,74.31
2021/7/8,75.07
2021/7/9,77.14
2021/7/12,76.77
2021/7/13,77.5
2021/7/14,75.74
2021/7/15,74.53
2021/7/16,74.46
2021/7/19,69.33
2021/7/20,70.03
2021/7/21,72.54
2021/7/22,74.25
2021/7/23,74.86
2021/7/26,74.79
2021/7/27,74.87
2021/7/28,75.09
2021/7/29,76.3
2021/7/30,77.72
2021/8/2,73.91
2021/8/3,73.24
2021/8/4,70.99
2021/8/5,72.14
2021/8/6,71.02
2021/8/9,69.65
2021/8/10,71.14
2021/8/11,71.99
2021/8/12,71.79
2021/8/13,70.9
2021/8/16,70.07
2021/8/17,69.4
2021/8/18,68.61
2021/8/19,66.8
2021/8/20,65.51
2021/8/23,69.07
2021/8/24,71.21
2021/8/25,72.12
2021/8/26,70.42
2021/8/27,72.26
2021/8/30,.
2021/8/31,73.45
2021/9/1,71.99
2021/9/2,73.56
2021/9/3,73.07
2021/9/6,72.43
2021/9/7,71.52
2021/9/8,72.36
2021/9/9,71.32
2021/9/10,72.44
2021/9/13,72.97
2021/9/14,73.05
2021/9/15,74.84
2021/9/16,75.14
2021/9/17,74.64
2021/9/20,73.59
2021/9/21,73.65
2021/9/22,75.5
2021/9/23,76.44
2021/9/24,77.42
2021/9/27,78.85
2021/9/28,78.3
2021/9/29,77.86
2021/9/30,77.81
2021/10/1,79.4
2021/10/4,81.44
2021/10/5,82.72
2021/10/6,81.39
2021/10/7,82.34
2021/10/8,82.17
2021/10/11,83.75
2021/10/12,83.53
2021/10/13,83.53
2021/10/14,83.86
2021/10/15,84.67
2021/10/18,84.13
2021/10/19,85.02
2021/10/20,85.76
2021/10/21,84.58
2021/10/22,85.43
2021/10/25,84.85
2021/10/26,85.11
2021/10/27,84.12
2021/10/28,83.4
2021/10/29,83.1
2021/11/1,84.51
2021/11/2,84.42
2021/11/3,81.1
2021/11/4,80.15
2021/11/5,82.43
2021/11/8,83.22
2021/11/9,84.52
2021/11/10,82.91
2021/11/11,83.4
2021/11/12,82.9
2021/11/15,81.94
2021/11/16,82.85
2021/11/17,80.67
2021/11/18,82.45
2021/11/19,80.24
2021/11/22,80.97
2021/11/23,83.43
2021/11/24,82.37
2021/11/25,82.05
2021/11/26,72.37
2021/11/29,73.34
2021/11/30,70.86
2021/12/1,69.53
2021/12/2,70.56
2021/12/3,70.71
2021/12/6,73.38
2021/12/7,75.54
2021/12/8,75.94
2021/12/9,74.1
2021/12/10,74.98
2021/12/13,74.12
2021/12/14,73.37
2021/12/15,73.71
2021/12/16,74.64
2021/12/17,72.97
2021/12/20,70.51
2021/12/21,72.85
2021/12/22,74.69
2021/12/23,76.26
2021/12/24,75.24
2021/12/27,.
2021/12/28,.
2021/12/29,78.63
2021/12/30,78.61
2021/12/31,77.24
2022/1/3,78.25
2022/1/4,79.39
2022/1/5,80.6
2022/1/6,81.99
2022/1/7,82.28
2022/1/10,81.56
2022/1/11,84.98
2022/1/12,85.83
2022/1/13,85.8
2022/1/14,87.17
2022/1/17,87.82
2022/1/18,88.83
2022/1/19,89.64
2022/1/20,89.75
2022/1/21,89.75
2022/1/24,87.74
2022/1/25,89.49
2022/1/26,91.22
2022/1/27,90.7
2022/1/28,91.47
2022/1/31,92.35
2022/2/1,90.24
2022/2/2,91.43
2022/2/3,92.99
2022/2/4,96.86
2022/2/7,97.28
2022/2/8,96.07
2022/2/9,94.95
2022/2/10,96.37
2022/2/11,97.5
2022/2/14,101.66
2022/2/15,98.43
2022/2/16,97.44
2022/2/17,95.28
2022/2/18,96.18
2022/2/21,98.95
2022/2/22,98.73
2022/2/23,99.29
2022/2/24,101.29
2022/2/25,98.56
2022/2/28,103.08
2022/3/1,110.93
2022/3/2,118.94
2022/3/3,115.36
2022/3/4,123.86
2022/3/7,129.02
2022/3/8,133.18
2022/3/9,116.58
2022/3/10,114.54
2022/3/11,118.11
2022/3/14,110.39
2022/3/15,105.14
2022/3/16,104.61
2022/3/17,113.5
2022/3/18,114.32
2022/3/21,122.29
2022/3/22,121.53
2022/3/23,127.52
2022/3/24,123.98
2022/3/25,122.67
2022/3/28,114.5
2022/3/29,112.79
2022/3/30,115.59
2022/3/31,107.29
2022/4/1,106.13
2022/4/4,108.15
2022/4/5,106.6
2022/4/6,100.81
2022/4/7,99.83
2022/4/8,101.26
2022/4/11,97.92
2022/4/12,104.42
2022/4/13,108.49
2022/4/14,110.83
2022/4/15,.
2022/4/18,.
2022/4/19,105.49
2022/4/20,105.05
2022/4/21,107.2
2022/4/22,105.15
2022/4/25,99.27
2022/4/26,102.89
2022/4/27,103.3
2022/4/28,105.78
2022/4/29,108.36
2022/5/2,.
2022/5/3,104.94
2022/5/4,110.53
2022/5/5,112.11
2022/5/6,113.86
2022/5/9,106.67
2022/5/10,102.61
2022/5/11,107.7
2022/5/12,108.06
2022/5/13,112.12
2022/5/16,114.86
2022/5/17,112.89
2022/5/18,110.04
2022/5/19,113.22
2022/5/20,113.63
2022/5/23,115.13
2022/5/24,115.77
2022/5/25,116.41
2022/5/26,119.81
2022/5/27,121.19
2022/5/30,123.01
2022/5/31,125.53
2022/6/1,122.2
2022/6/2,.
2022/6/3,125.68
2022/6/6,124.99
2022/6/7,126.89
2022/6/8,129.2
2022/6/9,128.47
2022/6/10,127.44
2022/6/13,128.44
2022/6/14,127.02
2022/6/15,124.96
2022/6/16,125.78
2022/6/17,119.22
2022/6/20,118.25
2022/6/21,118.51
2022/6/22,115.54
2022/6/23,114.5
2022/6/24,117.36
2022/6/27,119.69
2022/6/28,122.21
2022/6/29,120.8
2022/6/30,119.78
2022/7/1,119.21
2022/7/4,121.8
2022/7/5,110.49
2022/7/6,108.54
2022/7/7,113.4
2022/7/8,113.95
2022/7/11,114.85
2022/7/12,106.98
2022/7/13,107.17
2022/7/14,107.74
2022/7/15,112.26
2022/7/18,117.27
2022/7/19,114.96
2022/7/20,115.86
2022/7/21,112.81
2022/7/22,106.77
2022/7/25,108.23
2022/7/26,107.32
2022/7/27,109.64
2022/7/28,109.68
2022/7/29,111.51
2022/8/1,106.09
2022/8/2,106.51
2022/8/3,101.82
2022/8/4,97.99
2022/8/5,100.31
2022/8/8,103.46
2022/8/9,103.81
2022/8/10,105.06
2022/8/11,107.19
2022/8/12,103.7
2022/8/15,98.25
2022/8/16,95.36
2022/8/17,97.22
2022/8/18,96.35
2022/8/19,96.45
2022/8/22,95.06
2022/8/23,99.49
2022/8/24,99.87
2022/8/25,98.81
2022/8/26,101.13
2022/8/29,.
2022/8/30,99.34
2022/8/31,96.55
2022/9/1,92.24
2022/9/2,93.09
2022/9/5,94.22
2022/9/6,91.43
2022/9/7,86.83
2022/9/8,87.99
2022/9/9,91.68
2022/9/12,93.45
2022/9/13,92.04
2022/9/14,92.83
2022/9/15,89.28
2022/9/16,89.43
2022/9/19,.
2022/9/20,89.62
2022/9/21,89.86
2022/9/22,90.4
2022/9/23,84.29
2022/9/26,82.55
2022/9/27,85.97
2022/9/28,89.55
2022/9/29,89.41
2022/9/30,88.9
2022/10/3,90.68
2022/10/4,93.74
2022/10/5,94.35
2022/10/6,95.65
2022/10/7,98.88
2022/10/10,97.13
2022/10/11,95.17
2022/10/12,93.44
2022/10/13,95.16
2022/10/14,92.22
2022/10/17,91.04
2022/10/18,89.46
2022/10/19,91.34
2022/10/20,91.52
2022/10/21,91.82
2022/10/24,91.57
2022/10/25,91.76
2022/10/26,92.93
2022/10/27,94.17
2022/10/28,94.64
2022/10/31,93.3
2022/11/1,95.12
2022/11/2,96.07
2022/11/3,95.29
2022/11/4,99.53
2022/11/7,99.87
2022/11/8,96.85
2022/11/9,93.05
2022/11/10,94.25
2022/11/11,96.37
2022/11/14,93.59
2022/11/15,94.3
2022/11/16,92.61
2022/11/17,91
2022/11/18,88.93
2022/11/21,88.44
2022/11/22,88.65
2022/11/23,85.9
2022/11/24,85.59
2022/11/25,83.4
2022/11/28,83.5
2022/11/29,83.22
2022/11/30,85.61
2022/12/1,86.28
2022/12/2,86.54
2022/12/5,83.36
2022/12/6,79.92
2022/12/7,77.11
2022/12/8,76.02
2022/12/9,76.37
2022/12/12,78
2022/12/13,80.14
2022/12/14,83.33
2022/12/15,82.34
2022/12/16,80.2
2022/12/19,81.66
2022/12/20,79.45
2022/12/21,80.25
2022/12/22,79.58
2022/12/23,82.45
2022/12/26,.
2022/12/27,.
2022/12/28,81.7
2022/12/29,80.96
2022/12/30,82.82
2023/1/2,.
2023/1/3,80.36
2023/1/4,75.31
2023/1/5,76.73
2023/1/6,76.41
2023/1/9,77.5
2023/1/10,78.4
2023/1/11,81.11
2023/1/12,82.59
2023/1/13,83.43
2023/1/16,82.65
2023/1/17,84.38
2023/1/18,83.78
2023/1/19,85.08
2023/1/20,86.96
2023/1/23,87.54
2023/1/24,85.25
2023/1/25,85.08
2023/1/26,86.29
2023/1/27,85.36
2023/1/30,84.9
2023/1/31,83.42
2023/2/1,81.61
2023/2/2,80.57
2023/2/3,78.85
2023/2/6,80.48
2023/2/7,82.92
2023/2/8,84.17
2023/2/9,83.46
2023/2/10,85.46
2023/2/13,85.98
2023/2/14,84.96
2023/2/15,84.11
2023/2/16,83.84
2023/2/17,81.97
2023/2/20,82.79
2023/2/21,82.14
2023/2/22,79.55
2023/2/23,82.08
2023/2/24,82.31
2023/2/27,81.24
2023/2/28,83.21
2023/3/1,83.68
2023/3/2,84.15
2023/3/3,85.74
2023/3/6,85.86
2023/3/7,83.03
2023/3/8,82.1
2023/3/9,81
2023/3/10,82.3
2023/3/13,79.67
2023/3/14,76.77
2023/3/15,74.3
2023/3/16,73.12
2023/3/17,71.03
2023/3/20,72.42
2023/3/21,74.78
2023/3/22,76.08
2023/3/23,74.31
2023/3/24,73.63
2023/3/27,76.8
2023/3/28,78.07
2023/3/29,77.51
2023/3/30,78.45
2023/3/31,79.19
2023/4/3,85.81
2023/4/4,85.7
2023/4/5,85.89
2023/4/6,86.56
2023/4/7,.
2023/4/10,.
2023/4/11,87.32
2023/4/12,88.31
2023/4/13,86.51
2023/4/14,87.31
2023/4/17,85.63
2023/4/18,85.48
2023/4/19,85.34
2023/4/20,83.29
2023/4/21,83.36
2023/4/24,84.23
2023/4/25,82.13
2023/4/26,79.19
2023/4/27,80.11
2023/4/28,81.32
2023/5/1,.
2023/5/2,76.71
2023/5/3,72.91
2023/5/4,73
2023/5/5,75.85
2023/5/8,.
2023/5/9,77.76
2023/5/10,76.7
2023/5/11,75.32
2023/5/12,74.54
2023/5/15,75.46
2023/5/16,75.15
2023/5/17,76.98
2023/5/18,75.75
2023/5/19,75.42
2023/5/22,75.77
2023/5/23,76.66
2023/5/24,77.99
2023/5/25,75.66
2023/5/26,76.33
2023/5/29,.
2023/5/30,73.38
2023/5/31,71.98
2023/6/1,74.18
2023/6/2,76
2023/6/5,76.61
2023/6/6,76.22
2023/6/7,76.85
2023/6/8,75.88
2023/6/9,74.74
2023/6/12,71.8
2023/6/13,74.24
2023/6/14,73.39
2023/6/15,75.75
2023/6/16,76.76
2023/6/19,76.09
2023/6/20,75.79
2023/6/21,76.92
2023/6/22,73.93
2023/6/23,73.56
2023/6/26,73.86
2023/6/27,71.88
2023/6/28,73.64
2023/6/29,73.86
2023/6/30,74.51
2023/7/3,74.52
2023/7/4,76.23
2023/7/5,76.74
2023/7/6,76.72
2023/7/7,78.77
2023/7/10,77.83
2023/7/11,79.54
2023/7/12,80.35
2023/7/13,81.31
2023/7/14,79.9
2023/7/17,77.8
2023/7/18,79.54
2023/7/19,79.38
2023/7/20,79.62
2023/7/21,81.06
2023/7/24,82.53
2023/7/25,83.46
2023/7/26,82.98
2023/7/27,84.28
2023/7/28,84.49
2023/7/31,85.22
2023/8/1,85.34
2023/8/2,84.01
2023/8/3,86.19
2023/8/4,87.38
2023/8/7,86.47
2023/8/8,88
2023/8/9,89.31
2023/8/10,87.44
2023/8/11,87.93
2023/8/14,87.4
2023/8/15,86.28
2023/8/16,84.49
2023/8/17,85.24
2023/8/18,85.92
2023/8/21,85.44
2023/8/22,84.7
2023/8/23,83.94
2023/8/24,84.07
2023/8/25,85.42
2023/8/28,.
2023/8/29,86.37
2023/8/30,86.62
2023/8/31,87.29
2023/9/1,89.98
2023/9/4,90.42
2023/9/5,91.25
2023/9/6,91.79
2023/9/7,91.16
2023/9/8,91.85
2023/9/11,91.97
2023/9/12,93.58
2023/9/13,93.04
2023/9/14,95.2
2023/9/15,95.55
2023/9/18,95.95
2023/9/19,96.11
2023/9/20,94.56
2023/9/21,93.7
2023/9/22,93.99
2023/9/25,94.01
2023/9/26,94.46
2023/9/27,97.1
2023/9/28,96.64
2023/9/29,95.86
2023/10/2,91.21
2023/10/3,94.46
2023/10/4,89.83
2023/10/5,88.28
2023/10/6,87.86
2023/10/9,91.37
2023/10/10,90.7
2023/10/11,87.58
2023/10/12,88.4
2023/10/13,94.33
2023/10/16,90.99
2023/10/17,92.52
2023/10/18,91.99
2023/10/19,93.12
2023/10/20,93.72
2023/10/23,91.88
2023/10/24,88
2023/10/25,90.14
2023/10/26,88.45
2023/10/27,90.73
2023/10/30,90.73
2023/10/31,86.82
2023/11/1,86.92
2023/11/2,89.02
2023/11/3,87.55
2023/11/6,87.31
2023/11/7,83.43
2023/11/8,81.46
2023/11/9,81.74
2023/11/10,83.66
2023/11/13,84.09
2023/11/14,84.2
2023/11/15,82.4
2023/11/16,77.73
2023/11/17,81.22
2023/11/20,83.25
2023/11/21,82.42
2023/11/22,81.76
2023/11/23,80.85
2023/11/24,79.82
2023/11/27,79.49
2023/11/28,81.66
2023/11/29,82.98
2023/11/30,81.72
2023/12/1,78.72
2023/12/4,78.16
2023/12/5,77.27
2023/12/6,74.33
2023/12/7,74.21
2023/12/8,75.94
2023/12/11,75.75
2023/12/12,74.11
2023/12/13,74.14
2023/12/14,77.05
2023/12/15,76.84
2023/12/18,78.89
2023/12/19,79.82
2023/12/20,81.1
2023/12/21,80.73
2023/12/22,80.23
2023/12/25,.
2023/12/26,.
2023/12/27,80.97
2023/12/28,79.04
2023/12/29,77.69
2024/1/1,.
2024/1/2,76.24
2024/1/3,77.18
2024/1/4,75.79
2024/1/5,78.31
2024/1/8,75.47
2024/1/9,77.97
2024/1/10,78.46
2024/1/11,80.21
2024/1/12,79.89
2024/1/15,79.76
2024/1/16,80.15
2024/1/17,78.88
2024/1/18,81.04
2024/1/19,80.71
2024/1/22,81.7
2024/1/23,82.04
2024/1/24,82.15
2024/1/25,82.33
2024/1/26,83.34
2024/1/29,83.99
2024/1/30,84.14
2024/1/31,82.98
2024/2/1,82.2
2024/2/2,79.54
2024/2/5,79.3
2024/2/6,80.46
2024/2/7,81.18
2024/2/8,83.01
2024/2/9,83.58
2024/2/12,83.88
2024/2/13,84.72
2024/2/14,84.41
2024/2/15,84.33
2024/2/16,84.88
2024/2/19,85.52
2024/2/20,84.78
2024/2/21,84.77
2024/2/22,85.84
2024/2/23,84.18
2024/2/26,84.01
2024/2/27,83.8
2024/2/28,84.08
2024/2/29,84.57
2024/3/1,84.82
2024/3/4,86.58
2024/3/5,85.82
2024/3/6,86.59
2024/3/7,84.88
2024/3/8,84.29
2024/3/11,83.44
2024/3/12,83.66
2024/3/13,83.95
2024/3/14,86.16
2024/3/15,85.39
2024/3/18,86.47
2024/3/19,87.36
2024/3/20,85.77
2024/3/21,84.92
2024/3/22,84.87
2024/3/25,86.18
2024/3/26,85.91
2024/3/27,84.94
2024/3/28,86.17
2024/3/29,.
2024/4/1,.
2024/4/2,87.63
2024/4/3,90.6
2024/4/4,90.32
2024/4/5,92.81
2024/4/6,92.81